LOC_RES(SINAVE),LAT_DECIMAL,LON_DECIMAL
LOS AVILLOS,19.069352,-102.907995
LOS BANCOS,19.182205,-102.208225
LOS BANCOS,19.948246,-100.396556
LOS BANCOS,18.428798,-100.673208
LOS BANCOS,19.307798,-101.065388
LOS BANCOS,19.09297,-101.265117
LOS BANCOS,19.47248,-100.560183
LOS BANCOS,19.172652,-100.909573
LOS BANCOS,19.226222,-100.674528
LOS BONETES,18.8089,-101.061686
LOS CAJONES,18.467641,-102.16581
LOS CAJONES,19.210114,-101.910879
LOS CAJONES,18.134314,-102.856774
LOS CAJONES,19.212221,-101.381005
LOS CAJONES,19.646666,-100.948889
LOS CAJONES,19.26,-100.959167
LOS CAJONES,19.138096,-100.660998
LOS CAJONES,19.029036,-100.485623
LOS CAJONES,19.430431,-100.948752
LOS CAJONES,19.832445,-100.727644
LOS CHAPILES,18.122777,-102.4839
LOS CHAPILES,18.584391,-103.24376
LOS CHAPILES,18.306231,-102.560691
LOS CHAPILES,18.116666,-102.434444
LOS CHAPILES,18.937002,-103.20684
LOS CHAPILES,18.573333,-102.550833
LOS CHARCOS,19.8706,-101.992607
LOS CHARCOS,18.627597,-101.550647
LOS CHARCOS,20.265775,-102.407304
LOS CHARCOS,18.377783,-103.122399
LOS CHARCOS,19.022461,-102.508811
LOS CHARCOS,18.458341,-102.23165
LOS CHARCOS,18.650068,-101.725616
LOS CHARCOS,18.848814,-103.577252
LOS CHARCOS,20.025693,-102.076006
LOS CHARCOS,18.443141,-102.349924
LOS CIMIENTOS,18.577927,-103.155034
LOS CIMIENTOS,18.402103,-102.981853
LOS CIMIENTOS,18.334001,-102.671055
LOS CIMIENTOS,18.667222,-101.758333
LOS CIMIENTOS,18.782222,-102.697222
LOS CIMIENTOS,18.744311,-103.235586
LOS CIMIENTOS,19.57177,-100.9949
LOS CIMIENTOS,18.749278,-102.819425
LOS CIMIENTOS,18.526441,-103.329551
LOS CIMIENTOS,18.501071,-103.51838
LOS CIMIENTOS,18.933528,-103.315933
LOS CIMIENTOS,18.880758,-102.962341
LOS CIMIENTOS,18.218741,-102.821077
LOS CIMIENTOS,19.724257,-100.920268
LOS CIMIENTOS,18.724722,-102.030277
LOS CIMIENTOS,19.13816,-102.829094
LOS CIMIENTOS,18.779722,-101.467499
LOS CIMIENTOS,19.239591,-100.72105
LOS CIRIANCITOS (LÁZARO CÁRDENAS),18.688365,-102.00304
LOS COPALES,18.929944,-101.732564
LOS COPALES,19.962954,-101.444604
LOS COPALES,18.280906,-102.041377
LOS COPALES,18.16105,-102.255259
LOS COPALES,18.827834,-101.013453
LOS COYOTES,19.005141,-100.987859
LOS COYOTES,18.406643,-100.649753
LOS COYOTES,18.11633,-102.280861
LOS COYOTES,19.206901,-101.525982
LOS COYOTES,19.608358,-102.477283
LOS COYOTES,18.387861,-102.210196
LOS COYOTES,18.994864,-100.892198
LOS COYOTES,19.145775,-100.995127
LOS CUACHALALATES,18.554152,-100.867511
LOS CUACHALALATES,18.893512,-100.696848
LOS CUINIQUES,19.041389,-102.360833
LOS CUITACES,19.290122,-100.593856
LOS DESMONTES,18.882721,-102.970023
LOS DESMONTES,19.378878,-102.32737
LOS DESMONTES,19.348196,-102.20654
LOS DESMONTES,19.445912,-102.37741
LOS DESMONTES,19.54554,-102.663643
LOS ESPEJOS,18.609361,-103.374961
LOS FRESNITOS,19.38093,-101.861675
LOS FRESNOS,19.317396,-102.415
LOS FRESNOS,18.855556,-103.216666
LOS FRESNOS,19.865056,-100.141147
LOS FRESNOS,19.369316,-101.111793
LOS FRESNOS,18.665022,-102.988847
LOS FRESNOS,20.041173,-101.942761
LOS FRESNOS,20.110619,-101.809249
LOS FRESNOS,19.485389,-101.061235
LOS FRESNOS,19.9425,-102.258889
LOS FRESNOS,20.150556,-102.114722
LOS FRESNOS,19.427571,-100.610091
LOS FRESNOS,18.72891,-102.582915
LOS FRESNOS,19.683924,-100.636594
LOS FRESNOS,19.28168,-101.607193
LOS FRESNOS,19.571306,-100.518762
LOS FRESNOS,20.330214,-102.414852
LOS GALLINEROS,19.68107,-102.691561
LOS GALLOS (SAN ISIDRO),18.303454,-102.790768
LOS GIRASOLES [FRACCIONAMIENTO],19.683868,-101.065682
LOS GRANADOS,19.243224,-102.337249
LOS GRANADOS,19.9151,-102.5741
LOS GUAJES,20.260221,-102.14281
LOS GUAJES,18.832645,-101.621815
LOS GUAJES,19.242929,-100.434523
LOS GUAJES DE TEAMARO,19.235107,-100.494477
LOS GUAJES DE TERÁN,19.178144,-100.463961
LOS HACHEROS,19.139646,-101.568418
LOS HORNOS,18.37611,-102.009722
LOS HORNOS,19.093868,-102.426811
LOS HORNOS,18.149722,-102.770277
LOS HORNOS,18.88292,-102.406314
LOS HORNOS,18.08307,-102.774306
LOS HORNOS,19.108946,-100.858976
LOS HORNOS,19.473055,-100.910556
LOS HUCUARES,19.899071,-102.495291
LOS LAURELES,18.872333,-102.414387
LOS LAURELES,19.886372,-101.004905
LOS LAURELES,19.955496,-102.753506
LOS LAURELES,18.700952,-103.39137
LOS LAURELES,19.209928,-102.639996
LOS LAURELES,18.870256,-103.49107
LOS LAURELES,18.391622,-103.097392
LOS LAURELES,19.795863,-102.492442
LOS LAURELES,18.501944,-102.417499
LOS LAURELES (EL TERRERO),18.972418,-103.086226
LOS LIMONES,18.379835,-102.176684
LOS LIMONES,18.276941,-103.013587
LOS LIMONES,19.60104,-102.529667
LOS LIMONES,18.729166,-100.876666
LOS LIMONES,18.683125,-100.900451
LOS LIMONES,19.033611,-101.911111
LOS LIMONES,19.183061,-100.808171
LOS LIMONES,19.499181,-100.930179
LOS LIMONES (LA LIMONERA),18.155003,-102.322029
LOS LLANITOS (EL CHUPADERO),19.231632,-102.211897
LOS LLANOS,18.41345,-103.332885
LOS LLANOS,19.622462,-100.954204
LOS LLANOS,18.754167,-102.898611
LOS LLANOS,18.674444,-100.906667
LOS LLANOS,19.33034,-101.475419
LOS LLANOS,19.717491,-101.251965
LOS LLANOS,18.906299,-101.216751
LOS LLANOS,19.350708,-100.749675
LOS LLANOS,19.442505,-100.990712
LOS LLANOS,19.545,-102.321944
LOS LLANOS,19.828603,-101.973081
LOS LLANOS DEL BEJUCO,18.025332,-102.520784
LOS LOBOS,19.392651,-102.183553
LOS LOBOS,18.739581,-103.698724
LOS LOBOS,19.868053,-102.356009
LOS LOBOS,19.370571,-101.246229
LOS LOBOS,19.534641,-100.481892
LOS MAGAÑA,,
LOS MAGUEYES,18.654797,-103.315966
LOS MAGUEYES,19.226851,-101.763231
LOS MAGUEYES,19.270284,-102.298681
LOS MAGUEYES,18.595851,-101.441994
LOS MAGUEYES,19.042518,-101.380963
LOS MAGUEYES,19.475691,-102.056483
LOS MOLINOS,18.637568,-103.098987
LOS MOLINOS,18.847818,-102.446663
LOS NEGROS,19.177819,-101.788831
LOS NOGALES,19.474027,-100.62294
LOS NOGALES,19.856223,-102.156818
LOS NOGALES,19.192239,-101.067174
LOS NOGALES,19.42262,-100.574261
LOS NOGALES,19.218055,-102.632777
LOS NOGALES,20.095019,-102.146648
LOS NOGALES,18.539722,-102.281944
LOS NOGALES,18.956272,-101.551493
LOS NOGALES,20.183959,-101.995867
LOS OLIVOS,19.056444,-102.470825
LOS OLIVOS,19.262071,-101.462938
LOS OLIVOS,18.387884,-100.673389
LOS OLIVOS,18.842012,-102.142859
LOS OLIVOS,19.914523,-100.481262
LOS OTATES,19.173389,-101.826267
LOS OTATES,20.140287,-101.948157
LOS OTATES,18.599501,-100.957253
LOS OTATES,19.175542,-100.839356
LOS OTATES,18.553356,-102.395021
LOS OTATES,19.226308,-100.669994
LOS PALILLOS,19.541666,-102.536666
LOS PANTANOS,18.748458,-103.260289
LOS PAREJOS,18.44989,-103.157442
LOS PAREJOS,18.668975,-103.565549
LOS PAREJOS,18.62678,-103.296998
LOS PAREJOS,18.206389,-102.7
LOS PAREJOS,18.40437,-102.612053
LOS PILARES,19.669212,-102.662646
LOS PILARES,20.327319,-102.372186
LOS PINITOS,19.67111,-100.57111
LOS PINITOS,19.491676,-100.714001
LOS PINZANES,18.59233,-100.949197
LOS PINZANES,18.548981,-101.537398
LOS PINZANES,18.511981,-101.11399
LOS PINZANES,19.236004,-100.524742
LOS PLANES,19.374664,-101.158304
LOS PLANES,19.265974,-101.234655
LOS PLANES,19.148762,-101.266461
LOS PLANES,19.525771,-101.106746
LOS PLANES,19.273433,-101.2983
LOS PLANES,19.164944,-101.308478
LOS PLANES,19.162078,-101.084441
LOS PLANES,18.991389,-100.667222
LOS PLANES,19.279159,-100.691825
LOS PLANES,19.438608,-100.946617
LOS POBRES,18.743025,-103.218128
LOS POBRES,18.83074,-103.018877
LOS POZOS,19.233839,-102.316523
LOS POZOS,19.736409,-100.561752
LOS POZOS,18.428677,-102.246446
LOS POZOS,19.036163,-100.941299
LOS POZOS,18.288455,-102.46753
LOS POZOS,18.905685,-102.200364
LOS POZOS,19.420055,-100.833168
LOS PUENTES CUATES,19.546556,-102.438829
LOS PUERTECITOS (RINCÓN DE LOS BUEYES),19.073031,-102.288462
LOS QUIOTES,20.135855,-102.495998
LOS RANCHITOS,18.739358,-103.086916
LOS RANCHITOS,18.299166,-102.108333
LOS RANCHITOS,18.667222,-102.946666
LOS RANCHITOS,18.296111,-102.567499
LOS RANCHITOS,18.543889,-102.660278
LOS RANCHOS,18.762107,-103.193362
LOS RANCHOS,18.917172,-101.099607
LOS RANCHOS,19.092462,-100.433729
LOS REMEDIOS,19.976837,-102.67942
LOS REMEDIOS,19.802681,-100.194366
LOS REYES DE SALGADO,19.588974,-102.474678
LOS RUCIOS,18.853131,-101.468322
LOS SABINOS,19.062665,-101.794171
LOS SABINOS,19.483407,-100.961671
LOS SANDOVAL,18.823863,-102.317127
LOS SAUCES,18.921905,-101.064446
LOS SAUCES,18.674874,-103.23201
LOS SAUCES,19.304688,-101.362104
LOS SAUCES,19.898002,-101.518356
LOS SAUCES,19.753611,-100.379444
LOS SAUCES,19.483333,-100.532499
LOS SAUCES,20.129383,-102.049889
LOS SAUCES,19.111597,-101.534923
LOS SAUCES,19.404964,-100.831362
LOS SAUCES,19.580675,-100.862894
LOS SAUCES,19.919186,-102.653496
LOS TRIGUILLOS,19.649818,-100.979184
LOS TUMINES (POBLADO DE LOS ATES),19.157929,-101.7224
LOS ZAPOTES,18.285119,-102.193785
LOS ZAPOTES,19.793346,-102.647651
LOS ZAPOTES (PUERTO LOS ZAPOTES),19.363086,-100.413063
MACHO DE AGUA (QUINTA MANZANA DE CRESCENCIO MORALES),19.441287,-100.242027
MACUTZIO,19.500193,-100.354544
MAGALLANES,20.053333,-102.47861
MAGALLÓN,19.564893,-102.425825
MAGUEY ACUITZIO (LA POLILLA),19.14004,-100.622573
MAJAHUA GRANDE,18.376561,-103.5179
MAJAHUITA,18.06719,-102.718994
MANGA DE CUIMBO,18.867942,-101.67711
MANUEL VILLALONGÍN,20.239744,-101.527181
MANZANILLO,19.171633,-100.441422
MANZANILLOS (PRIMERA MANZANA),19.437663,-100.287249
MAQUILI,18.58184,-103.533859
MARAVATÍO DE OCAMPO,19.891673,-100.441667
MARIANA,19.088987,-101.225824
MARITANGACHO,18.883379,-101.40103
MARUATA,18.274134,-103.348189
MARUATA,18.846178,-103.119117
MARUATILLA,18.835175,-103.129065
MATA DE PLÁTANO,18.958048,-101.714866
MATA DE PLÁTANO,18.691582,-102.715988
MATA DE PLÁTANO,18.221327,-102.820708
MATA DE PLÁTANO,18.576852,-102.306641
MATA DE PLÁTANO,19.350682,-102.006661
MATA DE PLÁTANO (PUNTA DE AGUA),19.149501,-102.487595
MATANGUARÁN (SAN JOSÉ DEL VALLE),19.339156,-102.096686
MELCHOR OCAMPO (CUNUATO),18.774921,-101.684332
MELCHOR OCAMPO (PASO DE TIERRA CALIENTE),19.10091,-100.657258
MELCHOR OCAMPO (SAN ANTONIO DE LAS HUERTAS),19.035412,-101.258179
MESA DE CÁZAREZ,19.378203,-101.853819
MESA DE LOMA LARGA (LOMA BONITA),19.445398,-100.377536
MESA DE LOS ALZATI (MESA DE SAN FELIPE),19.499505,-100.389779
MESA DE TECO,19.263438,-100.625404
MESA DEL AIRE,19.235555,-100.585555
MESA EL ARENAL,19.592092,-100.332004
MESAS DE ENANDIO (CUARTA MANZANA),19.363492,-100.458794
METEPEC,,
MEXCALHUACÁN,18.061636,-102.656446
MEXICALI,,
MICHICUILERA,18.494127,-103.487548
MILPILLAS,19.794009,-100.318775
MILPILLAS,19.703333,-102.753611
MILPILLAS,19.311077,-101.150499
MILPILLAS,19.416853,-102.151518
MILPILLAS,19.711389,-100.88111
MILPILLAS,18.641944,-101.465278
MILPILLAS (EL CAPULÍN),19.570214,-100.437272
MIRANDILLAS,20.311786,-102.167418
MIRAVALLE,20.142025,-101.697127
MOJARRAS (SAN CARLOS),19.242229,-100.788589
MONTE GRANDE,18.922499,-102.337777
MONTE GRANDE,18.501419,-100.781433
MONTE GRANDE,19.311505,-101.737069
MONTE GRANDE,19.326264,-101.159029
MONTE GRANDE,18.936797,-100.750594
MONTELEÓN,20.308709,-102.209609
MORELIA,19.703384,-101.192046
MORELOS,19.649333,-101.240181
MORELOS,19.783494,-101.765363
MOTÍN DEL ORO,18.327392,-103.470166
NAHUATZEN,19.654073,-101.917136
NARANJA DE TAPIA,19.777123,-101.760216
NARANJO DE CHILA,18.921825,-102.620961
NARANJO DE JORULLO,18.933347,-101.735137
NARANJO DE TZIRITZÍCUARO,19.020827,-101.98419
NARANJO VIEJO,18.942477,-102.684009
NEXPA (NEIXPA),18.098894,-102.783667
NICOLÁS ROMERO,20.029915,-102.564108
NINGUNO,19.958333,-102.321944
NINGUNO,19.309884,-100.437515
NINGUNO,19.659323,-101.910553
NINGUNO,20.230555,-101.980833
NINGUNO,19.658142,-102.033401
NINGUNO,19.67301,-101.635341
NINGUNO,18.950605,-101.817709
NINGUNO,18.761881,-103.363018
NINGUNO,19.634729,-102.125084
NINGUNO,19.688097,-101.316908
NINGUNO,19.684242,-102.018165
NINGUNO,19.715556,-100.600833
NINGUNO,19.74123,-102.076666
NINGUNO,19.578805,-101.937211
NINGUNO,18.385277,-102.355278
NINGUNO,19.534389,-100.617749
NINGUNO,19.460945,-100.486416
NINGUNO,20.307778,-101.988889
NINGUNO,19.802081,-100.90642
NINGUNO,19.743656,-102.081045
NINGUNO,19.865183,-102.030539
NINGUNO,20.027522,-102.991717
NINGUNO,19.751667,-101.220277
NINGUNO,19.747222,-101.051389
NINGUNO,19.652778,-101.195277
NINGUNO,19.957247,-102.334806
NINGUNO,18.727777,-102.756944
NINGUNO,19.656389,-101.199722
NINGUNO,20.140344,-102.449802
NINGUNO,19.678802,-101.948911
NINGUNO,19.818067,-101.026899
NINGUNO,19.647241,-101.530285
NINGUNO,19.854985,-102.043213
NINGUNO,18.822947,-103.580302
NINGUNO,19.885,-102.197777
NINGUNO,20.03249,-102.984854
NINGUNO,20.055819,-102.739423
NINGUNO,19.736505,-102.070994
NINGUNO,19.695358,-101.112513
NINGUNO,18.609162,-103.362326
NINGUNO,19.706599,-100.477948
NINGUNO,20.355911,-102.05851
NINGUNO,20.293074,-101.98553
NINGUNO,19.63333,-102.043992
NINGUNO,17.995839,-102.378766
NINGUNO,20.127761,-101.722158
NINGUNO,19.019187,-102.201681
NINGUNO,19.898454,-102.204207
NINGUNO,19.873527,-102.209601
NINGUNO,19.906411,-102.203469
NINGUNO,19.957208,-102.314965
NINGUNO,19.534154,-100.612406
NINGUNO,19.953259,-101.317174
NINGUNO,19.637719,-101.901828
NINGUNO,19.632855,-102.045761
NINGUNO,19.392547,-101.656897
NINGUNO,19.661823,-102.067135
NINGUNO,18.37001,-102.291689
NINGUNO,19.901241,-101.495159
NINGUNO,19.746389,-101.297777
NINGUNO,20.306554,-101.996442
NINGUNO,19.681666,-101.067222
NINGUNO,20.172222,-102.185555
NINGUNO,19.893826,-102.197378
NINGUNO,19.949924,-102.297527
NINGUNO,19.709811,-101.137893
NINGUNO,19.485993,-101.344302
NINGUNO,17.998932,-102.238031
NINGUNO,17.985769,-102.214919
NINGUNO,19.875833,-102.213333
NINGUNO,19.666911,-102.04437
NINGUNO,19.576666,-101.910278
NINGUNO,18.744217,-102.789921
NINGUNO,18.82361,-102.791666
NINGUNO,18.736944,-102.768888
NINGUNO,19.041029,-102.092409
NINGUNO,19.629166,-102.062222
NINGUNO,19.61861,-102.075833
NINGUNO,19.693611,-102.342222
NINGUNO,19.735564,-102.07131
NINGUNO,19.786474,-100.977066
NINGUNO,19.652884,-101.828783
NINGUNO,19.650283,-101.826205
NINGUNO,19.651433,-101.901772
NINGUNO,19.576489,-101.941018
NINGUNO,19.977275,-101.764904
NINGUNO,18.383121,-100.650998
NINGUNO,17.962034,-102.280796
NINGUNO,20.083524,-101.490183
NINGUNO,19.813511,-101.058439
NINGUNO,19.125277,-101.200556
NINGUNO,19.772222,-101.312222
NINGUNO,19.495277,-101.595833
NINGUNO,19.833241,-102.474144
NINGUNO,17.955833,-102.218888
NINGUNO,17.987316,-102.268779
NINGUNO,19.052066,-102.382318
NINGUNO,19.903667,-102.014968
NINGUNO,19.910833,-100.469444
NINGUNO,19.673792,-102.436906
NINGUNO,19.684369,-102.424055
NINGUNO,19.682888,-102.340691
NINGUNO,19.032153,-102.109991
NINGUNO,19.680399,-101.947688
NINGUNO,18.990834,-102.564188
NINGUNO,20.150131,-102.467825
NINGUNO,19.71855,-101.133011
NINGUNO,18.851667,-102.791111
NINGUNO,18.750833,-103.639444
NINGUNO,19.315871,-100.437888
NINGUNO,19.076936,-102.307312
NINGUNO,19.652955,-102.237177
NINGUNO,19.737101,-101.051004
NINGUNO,19.63668,-102.043783
NINGUNO,19.894509,-102.220415
NINGUNO,19.674217,-101.562416
NINGUNO,18.743717,-102.798937
NINGUNO,18.333611,-103.173055
NINGUNO,19.813388,-101.583816
NINGUNO,19.544768,-100.62401
NINGUNO,19.541551,-100.612775
NINGUNO,19.894382,-100.419189
NINGUNO,19.922094,-100.476166
NINGUNO,19.604722,-102.46683
NINGUNO,20.004819,-101.005989
NINGUNO,19.015864,-102.110215
NINGUNO,19.569444,-102.495833
NINGUNO,19.755639,-101.048
NINGUNO,19.175899,-102.06341
NINGUNO,19.9875,-103.014167
NINGUNO,19.564364,-101.898152
NINGUNO,19.97412,-101.763324
NINGUNO,19.678333,-102.148889
NINGUNO,19.888987,-102.198596
NINGUNO,20.359444,-102.061667
NINGUNO,20.301444,-101.98038
NINGUNO,20.306389,-101.990555
NINGUNO,19.800118,-100.881157
NINGUNO,19.578338,-102.453407
NINGUNO,19.658889,-100.597222
NINGUNO,17.955556,-102.26861
NINGUNO,20.137862,-101.710193
NINGUNO,20.214167,-102.184722
NINGUNO,19.760646,-101.195679
NINGUNO,19.821348,-101.098136
NINGUNO,19.79252,-101.188157
NINGUNO,19.788494,-101.180983
NINGUNO,19.181313,-102.855139
NINGUNO,19.157723,-102.852356
NINGUNO,19.574384,-101.813581
NINGUNO,19.741944,-102.477777
NINGUNO,19.974768,-102.050039
NINGUNO,19.638383,-102.502369
NINGUNO,19.649047,-102.484939
NINGUNO,19.649742,-102.494542
NINGUNO,19.520474,-102.079606
NINGUNO,19.5384,-102.06619
NINGUNO,20.124938,-102.652762
NINGUNO,20.130456,-102.656611
NINGUNO,20.279444,-102.472222
NINGUNO,20.261389,-102.479999
NINGUNO,20.325555,-102.255278
NINGUNO,19.842774,-101.76657
NINGUNO,19.774291,-101.740483
NINGUNO,20.015878,-102.347626
NINGUNO,19.995833,-102.258611
NINGUNO,19.977222,-102.266389
NINGUNO,20.061811,-102.274772
NINGUNO,20.231334,-101.981247
NINGUNO,19.880695,-100.808185
NINGUNO,19.848459,-100.815075
NINGUNO,20.283133,-101.474972
NINGUNO [EJIDO COAHUAYANA],18.73759,-103.669202
NOCUPÉTARO DE MORELOS,19.043296,-101.162229
NOGALES,19.484566,-101.118915
NOGALES,19.308611,-101.085277
NOGALES,19.588238,-100.960759
NOROTO (LOMA DE NOROTO),19.859904,-102.17151
NUEVA ITALIA DE RUIZ,19.028804,-102.086734
NUEVO CAPIRIO,18.866885,-102.119912
NUEVO CORÓNDIRO,19.052567,-102.125675
NUEVO CORONGOROS,19.133986,-102.865211
NUEVO MORELOS (COLONIA NUEVO MORELOS),20.201011,-101.953497
NUEVO PROGRESO (CASAS VIEJAS),20.048429,-101.64843
NUEVO RODEO,20.172499,-101.88111
NUEVO RODEO,19.587926,-101.539491
NUEVO SAN MARTÍN (PIEDRA PARTIDA),19.237465,-102.068912
NUEVO URECHO,19.165872,-101.868846
NUMARÁN,20.2549,-101.947197
OCAMPO,19.583847,-100.339282
OCOTLÁN,,
OCURIO,19.67635,-100.60717
OCURIO,19.484224,-100.418488
OJO DE AGUA,19.506745,-101.194648
OJO DE AGUA,18.877259,-100.905409
OJO DE AGUA,19.647494,-100.431009
OJO DE AGUA,18.909892,-101.050046
OJO DE AGUA,20.159172,-102.186897
OJO DE AGUA,18.752917,-103.309132
OJO DE AGUA,19.108906,-102.281652
OJO DE AGUA,19.125114,-101.501722
OJO DE AGUA,19.315833,-102.396666
OJO DE AGUA,20.144355,-100.299584
OJO DE AGUA,18.753333,-102.383055
OJO DE AGUA,18.240662,-102.384511
OJO DE AGUA,19.622676,-101.016524
OJO DE AGUA,19.610278,-100.3375
OJO DE AGUA,20.003883,-102.97759
OJO DE AGUA,19.570886,-101.311602
OJO DE AGUA,18.700551,-102.926671
OJO DE AGUA,18.434166,-103.52111
OJO DE AGUA,18.547629,-101.262278
OJO DE AGUA,19.649499,-100.785118
OJO DE AGUA,18.641578,-103.358442
OJO DE AGUA,19.314866,-100.453794
OJO DE AGUA,18.706629,-101.217074
OJO DE AGUA,19.948666,-100.537105
OJO DE AGUA,19.120483,-100.956321
OJO DE AGUA,19.188228,-100.781073
OJO DE AGUA,18.648889,-102.428888
OJO DE AGUA,19.030555,-101.370833
OJO DE AGUA,18.81105,-101.263169
OJO DE AGUA,19.140345,-100.670911
OJO DE AGUA,19.635833,-101.555
OJO DE AGUA,19.495252,-100.998036
OJO DE AGUA,19.289333,-100.937202
OJO DE AGUA,19.373915,-100.994665
OJO DE AGUA,19.607987,-100.922535
OJO DE AGUA,20.103161,-102.757225
OJO DE AGUA,19.778148,-101.751154
OJO DE AGUA,19.9974,-102.197547
OJO DE AGUA,19.872124,-100.644926
OJO DE AGUA,19.388889,-100.432222
OJO DE AGUA DE LOS MALDONADO,18.868168,-101.439268
OJO DE AGUA DE POTURO,18.851111,-101.635
OJO DE AGUA DE SAN IGNACIO,19.014272,-101.830877
OJO DE AGUA DE SAN TELMO,18.625379,-103.674446
OJO DE AGUA DE SERRATO,20.350387,-102.08667
OJO DE AGUA DE URO,18.776232,-101.122832
OJO DE RANA,20.04988,-102.893838
OJO ZARCO,19.393891,-102.46776
OJO ZARCO,19.246109,-101.766281
ORGANISTA Y POTRERILLOS,19.23767,-100.54798
OROPEO,18.816379,-101.809246
ORUSCATO,19.614268,-102.395972
OTATE CHINO,18.688628,-103.113713
PAJACUARÁN,20.116893,-102.565513
PALMA CUATA,19.021846,-101.706837
PALMA DE HUARO,18.723888,-101.749166
PALMITA,18.738726,-103.553606
PALO ALTO,19.088266,-102.315909
PALO ALTO,20.164168,-102.925397
PALO ALTO,18.472222,-102.194444
PALO ALTO,19.879187,-101.285833
PALO ALTO,18.537749,-102.688491
PALO DULCE (COALCOMECA),18.420349,-102.237191
PALOS MARÍAS,18.81189,-103.540367
PALOS MARÍAS,18.221071,-103.139033
PAMACEO,19.358121,-101.767708
PAMATÁCUARO,19.691697,-102.345057
PANCHA LÓPEZ,19.090712,-102.727167
PANINDÍCUARO,19.983959,-101.76146
PARACHO DE VERDUZCO,19.647296,-102.048467
PARÁCUARO,19.145773,-102.220047
PAREDONES,18.235277,-102.515556
PAREDONES,19.896414,-102.685122
PAREDONES,20.25809,-102.064748
PAREDONES,19.453384,-100.86597
PAREO,19.332973,-102.453013
PARÍCUARO,19.264173,-100.457236
PAROTA DE LAS ÁNIMAS,19.104846,-100.545374
PASO ANCHO,19.284442,-100.354021
PASO ANCHO,18.890455,-100.730534
PASO ANCHO,19.175438,-100.587428
PASO ANCHO,19.066666,-100.664722
PASO ANCHO,19.496636,-100.918572
PASO DE ARRIEROS (LA MERCED),,
PASO DE CORUPO (CUIZILLO),18.505833,-100.82111
PASO DE NORIA,18.268533,-103.309069
PASO DE NÚÑEZ (BUENAVISTA),,
PASO NICOLÁS ROMERO (LAS PUERCAS),19.21452,-100.63844
PASO REAL,18.958667,-101.169377
PASO REAL,19.114576,-101.733245
PASO REAL,20.053847,-103.013916
PASTOR ORTIZ,20.302184,-101.596856
PATAMBARILLO,20.133037,-101.85505
PATAMBARILLO,19.533055,-100.856111
PATÁMBARO,20.128317,-101.83591
PATÁMBARO,19.513821,-100.512891
PATÁMBARO,19.578792,-100.907516
PATUÁN,19.391808,-101.915011
PÁTZCUARO,19.513598,-101.610116
PEDERNALES,19.140917,-101.468354
PENJAMILLO DE DEGOLLADO,20.104468,-101.933671
PÉNJAMO,,
PEÑA CARGADA,,
PEÑA COLORADA,,
PEÑA REDONDA,,
PERIBÁN DE RAMOS,19.520726,-102.416188
PETACALCO,,
PETATLÁN,,
PIE DE LA MESA,19.613998,-100.944574
PIEDRA ALTA,18.327827,-102.281875
PIEDRA BLANCA,19.154749,-102.859658
PIEDRA BLANCA,19.03376,-100.672442
PIEDRA VERDE,18.798714,-101.930319
PIEDRA VERDE,18.774757,-102.660776
PIEDRAS ANCHAS,20.257099,-101.407948
PIEDRAS BLANCAS,18.280277,-102.321388
PIEDRAS BLANCAS,19.556111,-101.420833
PIEDRAS BLANCAS,18.65037,-103.419639
PIEDRAS BLANCAS,19.245788,-102.770179
PIEDRAS BLANCAS,18.970785,-102.73078
PIEDRAS BLANCAS,19.216261,-101.13216
PIEDRAS BLANCAS,18.445845,-102.372144
PIEDRAS DE LUMBRE,18.378909,-100.654728
PIEDRAS DE LUMBRE,18.898268,-103.124792
PIEDRAS DE LUMBRE,18.65253,-100.901111
PIEDRAS DE LUMBRE,18.186111,-103.02361
PIEDRAS DE LUMBRE,19.439925,-100.464371
PIEDRAS DE LUMBRE,19.550606,-101.102019
PINAL GRANDE,19.101979,-101.575045
PINOLAPA,19.019137,-103.009894
PINZANDARÁN,18.396855,-101.899618
PINZANERA,19.120768,-100.666313
PITIRE,18.922654,-102.162226
PIZÁNDARO,19.109003,-102.542175
PLAN DE AYALA,19.541265,-102.487473
PLAN DE LAS VÍBORAS,19.136551,-101.722053
PLATANALILLO,19.331719,-101.180728
PLAYA AZUL,17.982308,-102.350149
PLAZA VIEJA,19.057784,-102.874391
PODER DE DIOS,19.297765,-101.141994
POMACUARÁN (POMOCUARÁN),19.622355,-102.103151
POMARO,18.340429,-103.307792
POTRERILLOS,19.178216,-101.057729
POTRERILLOS,18.368804,-102.4121
POTRERILLOS,18.837819,-101.656364
POTRERILLOS,19.500767,-101.403886
POTRERILLOS,19.062633,-101.268174
POTRERILLOS,18.523681,-102.152756
POTRERILLOS,18.713611,-101.492222
POTRERILLOS,18.780173,-102.301832
POTRERILLOS,19.579722,-100.403889
POTRERILLOS,18.955278,-101.09
POTRERILLOS,19.190555,-101.897222
POTRERILLOS,19.447849,-102.454589
POTRERILLOS,19.054958,-102.66608
POTRERILLOS,18.888799,-102.24366
POTRERILLOS,19.230751,-101.198883
POTRERILLOS,18.936751,-101.409604
POTRERILLOS,18.946572,-101.340955
POTRERILLOS,19.47611,-100.898889
POTRERILLOS,19.453766,-100.842187
POTRERILLOS DE CORIA (LA LOMA),18.79142,-102.269992
POTRERILLOS DE RENTERÍA (CUPUANCILLO),18.816349,-102.105479
